year,month,state,rto,type,maker,vehicle_category,value,unit,note
2017,November,Ladakh,All Vahan Running Office,Non Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LMV,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Non Transport,TVS MOTOR COMPANY LTD,2WN,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport,BAJAJ AUTO LTD,2WT,4,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport,"FORCE MOTORS LIMITED, A FIRODIA ENTERPRISE",LPV,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WT,2,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport,JCB INDIA LTD,MGV,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LGV,38,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LPV,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,MPV,2,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,OTH,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport,MARUTI SUZUKI INDIA LTD,LPV,5,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WT,13,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,LGV,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,LPV,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,MGV,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,MPV,3,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport,SUZUKI MOTORCYCLE INDIA PVT LTD,2WT,5,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport,TATA MOTORS LTD,HGV,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport,TATA MOTORS LTD,LGV,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,BAJAJ AUTO LTD,2WN,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,BAJAJ AUTO LTD,2WT,4,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,"FORCE MOTORS LIMITED, A FIRODIA ENTERPRISE",LPV,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,HERO HONDA MOTORS LTD,2WN,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,HERO MOTOCORP LTD,2WN,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WN,6,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WT,2,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,HYUNDAI MOTOR INDIA LTD,LMV,34,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,INDIA YAMAHA MOTOR PVT LTD,2WN,10,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,JCB INDIA LTD,MGV,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LGV,38,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LMV,5,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LPV,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,MPV,2,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,OTH,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI SUZUKI INDIA LTD,LMV,149,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI SUZUKI INDIA LTD,LPV,5,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,OTHERS,2WN,2,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,RENAULT INDIA PVT LTD,LMV,3,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WN,10,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WT,13,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,LGV,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,LPV,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,MGV,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,MPV,3,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,SUZUKI MOTORCYCLE INDIA PVT LTD,2WN,7,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,SUZUKI MOTORCYCLE INDIA PVT LTD,2WT,5,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,HGV,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,LGV,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,LMV,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LMV,1,value in Absolute Number,
2017,November,Ladakh,All Vahan Running Office,Transport and Non Transport,TVS MOTOR COMPANY LTD,2WN,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Non Transport,FORD INDIA PVT LTD,LMV,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Non Transport,HERO HONDA MOTORS LTD,2WN,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Non Transport,HONDA CARS INDIA LTD,LMV,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WN,4,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Non Transport,HYUNDAI MOTOR INDIA LTD,LMV,39,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Non Transport,ISUZU MOTORS INDIA PVT LTD,LMV,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Non Transport,MAHINDRA & MAHINDRA LIMITED,LMV,9,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Non Transport,MARUTI SUZUKI INDIA LTD,LMV,123,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Non Transport,OTHERS,2WN,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WN,15,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Non Transport,SUZUKI MOTORCYCLE INDIA PVT LTD,2WN,26,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Non Transport,TATA MOTORS LTD,LMV,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Non Transport,TVS MOTOR COMPANY LTD,2WN,2,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport,"FORCE MOTORS LIMITED, A FIRODIA ENTERPRISE",LPV,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport,INTERNATIONAL TRACTORS LIMITED,OTH,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport,JOHN DEERE INDIA PVT LTD(TRACTOR DEVISION),OTH,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LGV,43,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LPV,2,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport,MARUTI SUZUKI INDIA LTD,LPV,6,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WT,23,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,HPV,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport,TATA MOTORS LTD,HGV,4,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport,TATA MOTORS LTD,LPV,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,"FORCE MOTORS LIMITED, A FIRODIA ENTERPRISE",LPV,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,FORD INDIA PVT LTD,LMV,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,HERO HONDA MOTORS LTD,2WN,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,HONDA CARS INDIA LTD,LMV,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WN,4,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,HYUNDAI MOTOR INDIA LTD,LMV,39,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,INTERNATIONAL TRACTORS LIMITED,OTH,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,ISUZU MOTORS INDIA PVT LTD,LMV,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,JOHN DEERE INDIA PVT LTD(TRACTOR DEVISION),OTH,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LGV,43,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LMV,9,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LPV,2,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI SUZUKI INDIA LTD,LMV,123,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI SUZUKI INDIA LTD,LPV,6,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,OTHERS,2WN,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WN,15,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WT,23,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,HPV,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,SUZUKI MOTORCYCLE INDIA PVT LTD,2WN,26,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,HGV,4,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,LMV,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,LPV,1,value in Absolute Number,
2017,October,Ladakh,All Vahan Running Office,Transport and Non Transport,TVS MOTOR COMPANY LTD,2WN,2,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Non Transport,BAJAJ AUTO LTD,2WN,4,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Non Transport,"FORCE MOTORS LIMITED, A FIRODIA ENTERPRISE",LMV,1,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Non Transport,HERO MOTOCORP LTD,2WN,1,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Non Transport,HONDA CARS INDIA LTD,LMV,2,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WN,3,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Non Transport,HYUNDAI MOTOR INDIA LTD,LMV,30,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Non Transport,MAHINDRA & MAHINDRA LIMITED,LMV,7,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Non Transport,MARUTI SUZUKI INDIA LTD,LMV,106,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Non Transport,NISSAN MOTOR INDIA PVT LTD,LMV,2,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Non Transport,RENAULT INDIA PVT LTD,LMV,2,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WN,10,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Non Transport,SUZUKI MOTORCYCLE INDIA PVT LTD,2WN,23,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Non Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LMV,2,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Non Transport,TVS MOTOR COMPANY LTD,2WN,2,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport,CNH INDUSTRIAL (INDIA) PVT LTD,OTH,2,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LGV,38,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LPV,4,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport,MARUTI SUZUKI INDIA LTD,LPV,6,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WT,5,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,MGV,2,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport,TATA MOTORS LTD,HGV,2,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport,TATA MOTORS LTD,LGV,2,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LPV,1,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,BAJAJ AUTO LTD,2WN,4,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,CNH INDUSTRIAL (INDIA) PVT LTD,OTH,2,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,"FORCE MOTORS LIMITED, A FIRODIA ENTERPRISE",LMV,1,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,HERO MOTOCORP LTD,2WN,1,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,HONDA CARS INDIA LTD,LMV,2,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WN,3,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,HYUNDAI MOTOR INDIA LTD,LMV,30,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LGV,38,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LMV,7,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LPV,4,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI SUZUKI INDIA LTD,LMV,106,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI SUZUKI INDIA LTD,LPV,6,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,NISSAN MOTOR INDIA PVT LTD,LMV,2,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,RENAULT INDIA PVT LTD,LMV,2,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WN,10,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WT,5,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,MGV,2,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,SUZUKI MOTORCYCLE INDIA PVT LTD,2WN,23,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,HGV,2,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,LGV,2,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LMV,2,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LPV,1,value in Absolute Number,
2017,September,Ladakh,All Vahan Running Office,Transport and Non Transport,TVS MOTOR COMPANY LTD,2WN,2,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Non Transport,BAJAJ AUTO LTD,2WN,10,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Non Transport,HERO HONDA MOTORS LTD,2WN,1,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WN,7,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Non Transport,HYUNDAI MOTOR INDIA LTD,LMV,47,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Non Transport,INDIA YAMAHA MOTOR PVT LTD,2WN,2,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Non Transport,MAHINDRA & MAHINDRA LIMITED,LMV,8,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Non Transport,MARUTI SUZUKI INDIA LTD,LMV,112,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Non Transport,OTHERS,2WN,1,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WN,12,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Non Transport,SUZUKI MOTORCYCLE INDIA PVT LTD,2WN,12,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Non Transport,TATA MOTORS LTD,LMV,2,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Non Transport,TVS MOTOR COMPANY LTD,2WN,2,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport,ASHOK LEYLAND LTD,HGV,4,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport,CNH INDUSTRIAL (INDIA) PVT LTD,OTH,1,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport,ESCORTS CONSTRUCTION EQUIPMENT LTD,MGV,1,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport,"FORCE MOTORS LIMITED, A FIRODIA ENTERPRISE",LPV,2,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LGV,48,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LPV,6,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport,MARUTI SUZUKI INDIA LTD,LPV,4,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WT,49,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,LGV,3,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,MGV,2,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,MPV,2,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport,TATA MOTORS LTD,HGV,3,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport,TATA MOTORS LTD,LGV,2,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LPV,2,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,ASHOK LEYLAND LTD,HGV,4,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,BAJAJ AUTO LTD,2WN,10,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,CNH INDUSTRIAL (INDIA) PVT LTD,OTH,1,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,ESCORTS CONSTRUCTION EQUIPMENT LTD,MGV,1,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,"FORCE MOTORS LIMITED, A FIRODIA ENTERPRISE",LPV,2,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,HERO HONDA MOTORS LTD,2WN,1,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WN,7,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,HYUNDAI MOTOR INDIA LTD,LMV,47,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,INDIA YAMAHA MOTOR PVT LTD,2WN,2,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LGV,48,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LMV,8,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LPV,6,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI SUZUKI INDIA LTD,LMV,112,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI SUZUKI INDIA LTD,LPV,4,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,OTHERS,2WN,1,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WN,12,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WT,49,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,LGV,3,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,MGV,2,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,MPV,2,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,SUZUKI MOTORCYCLE INDIA PVT LTD,2WN,12,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,HGV,3,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,LGV,2,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,LMV,2,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LPV,2,value in Absolute Number,
2017,August,Ladakh,All Vahan Running Office,Transport and Non Transport,TVS MOTOR COMPANY LTD,2WN,2,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Non Transport,BAJAJ AUTO LTD,2WN,2,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Non Transport,HERO HONDA MOTORS LTD,2WN,1,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WN,17,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Non Transport,HYUNDAI MOTOR INDIA LTD,LMV,33,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Non Transport,INDIA YAMAHA MOTOR PVT LTD,2WN,3,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Non Transport,MAHINDRA & MAHINDRA LIMITED,LMV,6,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Non Transport,MARUTI SUZUKI INDIA LTD,LMV,75,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Non Transport,NISSAN MOTOR INDIA PVT LTD,LMV,2,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Non Transport,RENAULT INDIA PVT LTD,LMV,2,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WN,39,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Non Transport,SUZUKI MOTORCYCLE INDIA PVT LTD,2WN,16,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Non Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LMV,2,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Non Transport,TVS MOTOR COMPANY LTD,2WN,8,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Transport,ASHOK LEYLAND LTD,HGV,3,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Transport,BAJAJ AUTO LTD,2WT,7,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Transport,CNH INDUSTRIAL (INDIA) PVT LTD,OTH,3,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Transport,ESCORTS CONSTRUCTION EQUIPMENT LTD,MGV,1,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Transport,"FORCE MOTORS LIMITED, A FIRODIA ENTERPRISE",LPV,16,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LGV,37,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LPV,4,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Transport,MARUTI SUZUKI INDIA LTD,LGV,1,value in Absolute Number,
2017,July,Ladakh,All Vahan Running Office,Transport,MARUTI SUZUKI INDIA LTD,LPV,4,value in Absolute Number,
